1.00000E+06	2.00000E+02	3.00000E+02	0.00000E+00	0.00000E+00	-5.00000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	2.18016E+02	3.03498E+02	3.21514E+02	2.18016E+02	5.68891E-02	2.55597E+01	
1.00000E+06	2.00000E+02	3.00000E+02	0.00000E+00	0.00000E+00	-4.00000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	2.16653E+02	3.00283E+02	3.16936E+02	2.16653E+02	4.83684E-01	2.35352E+01	
1.00000E+06	2.00000E+02	3.00000E+02	0.00000E+00	0.00000E+00	-3.60000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	2.15249E+02	3.00000E+02	3.15249E+02	2.15249E+02	1.30684E+00	2.28456E+01	
1.00000E+06	2.00000E+02	3.00000E+02	0.00000E+00	0.00000E+00	-3.00000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	2.12266E+02	3.00609E+02	3.12875E+02	2.12266E+02	4.26206E-01	2.34826E+01	
1.00000E+06	2.00000E+02	3.00000E+02	0.00000E+00	0.00000E+00	-2.00000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	2.05309E+02	3.04035E+02	3.09343E+02	2.05309E+02	1.36710E-01	2.42103E+01	
1.00000E+06	2.00000E+02	3.00000E+02	0.00000E+00	0.00000E+00	-1.00000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	1.96554E+02	3.06355E+02	3.09800E+02	1.96554E+02	1.07786E-01	2.43919E+01	
1.00000E+06	2.00000E+02	3.00000E+02	0.00000E+00	0.00000E+00	0.00000E+00	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	1.86699E+02	3.03923E+02	3.17224E+02	1.86699E+02	1.28524E-01	2.42020E+01	
1.00000E+06	2.00000E+02	3.00000E+02	1.00000E-01	0.00000E+00	-5.00000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	2.18016E+02	3.03498E+02	3.21514E+02	2.18016E+02	5.68891E-02	2.55597E+01	
1.00000E+06	2.00000E+02	3.00000E+02	1.00000E-01	0.00000E+00	-4.00000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	2.16653E+02	3.00283E+02	3.16936E+02	2.16653E+02	4.83684E-01	2.35352E+01	
1.00000E+06	2.00000E+02	3.00000E+02	1.00000E-01	0.00000E+00	-3.60000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	2.15249E+02	3.00000E+02	3.15249E+02	2.15249E+02	1.30684E+00	2.28456E+01	
1.00000E+06	2.00000E+02	3.00000E+02	1.00000E-01	0.00000E+00	-3.00000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	2.12266E+02	3.00609E+02	3.12875E+02	2.12266E+02	4.26206E-01	2.34826E+01	
1.00000E+06	2.00000E+02	3.00000E+02	1.00000E-01	0.00000E+00	-2.00000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	2.05309E+02	3.04035E+02	3.09343E+02	2.05309E+02	1.36710E-01	2.42103E+01	
1.00000E+06	2.00000E+02	3.00000E+02	1.00000E-01	0.00000E+00	-1.00000E-01	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	1.96554E+02	3.06355E+02	3.09800E+02	1.96554E+02	1.07786E-01	2.43919E+01	
1.00000E+06	2.00000E+02	3.00000E+02	1.00000E-01	0.00000E+00	0.00000E+00	3.60000E-01	0.00000E+00	0.00000E+00	0.00000E+00	2.61205E-01	0.00000E+00	0.00000E+00	0.00000E+00	1.25838E+02	1.00000E+06	1.00000E+06	3.00000E+02	1.86699E+02	3.03923E+02	3.17224E+02	1.86699E+02	1.28524E-01	2.42020E+01	
